taxon,lineage,conflict,pangoLEARN_version,pango_version,status,note
SEARCH-0154-NBG,B.1.595,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0155-NBG,B.1.595,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0156-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0157-NBG,B.1.595,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0158-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0159-NBG,B.1.590,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0160-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0161-NBG,B.1.590,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0162-NBG,B.1.590,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0163-NBG,B.1.595,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0164-NBG,B.1.595,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0165-NBG,B.1.595,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0166-NBG,B.1.595,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0167-NBG,B.1.595,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0169-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0170-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0171-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0172-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0174-NBG,B.1.595,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0175-SAN,B.1.320,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0176-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0177-SAN,B.1.110,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0178-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0179-SAN,B.1.166,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0180-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0181-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0182-SAN,B.1.320,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0183-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0184-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0185-SAN,A.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0187-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0188-SAN,B.1.166,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0189-SAN,B.1.166,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0190-SAN,B.1.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0191-SAN,A.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0192-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0193-SAN,B.1.166,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0195-SAN,B,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0197-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0198-SAN,B.1.166,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0199-SAN,B.4,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0201-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0204-SAN,B.6,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0205-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0206-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0207-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0209-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0210-NBG,B.1.450,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0212-NBG,B.1.590,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0213-NBG,B.1.590,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0214-NBG,B.1.595,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0215-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0216-SAN,B.1.320,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0217-SAN,B.1.243,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0218-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0219-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0222-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0223-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0224-SAN,A.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0225-SAN,B.1.558,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0228-SAN,B.1.166,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0230-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0231-SAN,B.1.243,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0232-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0233-SAN,B.1.400,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0234-SAN,B.1.320,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0235-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0236-SAN,B.1.243,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0237-SAN,B.1.245,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0240-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0244-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0245-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0247-SAN,A.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0248-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0249-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0250-SAN,B.1.314,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0252-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0253-SAN,B.1.166,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0255-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0256-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0257-SAN,B.1.166,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0258-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0259-SAN,B.1.332,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0260-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0261-SAN,B.1.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0262-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0263-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0264-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0265-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0266-NBG,B.1.577,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0267-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0268-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0269-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0270-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0271-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0272-NBG,B.1.590,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0273-NBG,B.1.595,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0274-NBG,B.1.577,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0275-NBG,B.1.595,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0276-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0277-NBG,B.1.595,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0278-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0279-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0280-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0281-NBG,B.1.595,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0282-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0283-NBG,B.1.595,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0284-NBG,B.1.595,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0285-NBG,B.1.595,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0286-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0287-NBG,B.1.595,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0288-NBG,B.1.595,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0289-NBG,B.1.595,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0290-NBG,B.1.595,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0291-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0292-NBG,B.1.595,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0293-NBG,B.1.595,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0294-NBG,B.1.595,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0295-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0296-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0297-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0298-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0299-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0300-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0301-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0302-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0303-NBG,B.1.595,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0304-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0305-NBG,B.1.590,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0306-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0307-NBG,B.1.595,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0308-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0309-NBG,B.1.577,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0310-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0311-SAN,A.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0312-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0313-SAN,B.1.268,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0314-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0318-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0319-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0320-NBG,B.1.595,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0322-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0323-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0324-NBG,B.1.590,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0326-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0327-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0328-NBG,B.1.590,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0329-NBG,B.1.595,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0330-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0331-NBG,B.1.595,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0332-NBG,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0333-JOR,B.28,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0335-JOR,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0336-JOR,A,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0338-JOR,B.28,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0341-SAN,B.1.243,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0347-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0348-SAN,B.1.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0349-SAN,B.1.166,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0351-SAN,B.1.241,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0353-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0355-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0356-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0358-SAN,B.1.166,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0359-SAN,B.1.166,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0360-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0361-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0362-SAN,B.1.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0364-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0365-SAN,B.1.241,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0366-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0367-SAN,B.1.245,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0368-SAN,B.1.166,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0369-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0370-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0371-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0372-SAN,B.1.267,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0373-SAN,B.1.166,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0374-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0376-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0377-SAN,B.1.320,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0379-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0381-SAN,B.1.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0382-SAN,B.1.267,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0383-SAN,B.1.397,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0385-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0386-SAN,B.1.166,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0387-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0388-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0391-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0392-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0395-SAN,B.1.166,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0398-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0399-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0401-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0402-SAN,B.1.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0404-SAN,A.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0405-SAN,B.1.267,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0407-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0408-SAN,B.1.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0409-SAN,B.1.166,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0410-SAN,B.1.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0411-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0412-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0413-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0414-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0415-SAN,A.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0416-SAN,A.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0418-SAN,B.1.314,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0419-SAN,B.1.243,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0421-SAN,A.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0423-SAN,A.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0424-SAN,B.1.314,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0425-SAN,A.5,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0426-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0428-SAN,A.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0429-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0430-SAN,B.1.314,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0431-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0432-SAN,B.1.320,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0434-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0435-SAN,A.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0436-SAN,A.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0438-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0439-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0440-SAN,B.1.609,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0442-SAN,A.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0443-SAN,A.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0444-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0445-SAN,A.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0447-SAN,B.1.552,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0448-SAN,B.1.166,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0449-SAN,A.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0450-SAN,B.6,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0452-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0453-SAN,B.1,0.0,2021-04-28,v1.1.23,passed_qc,
SEARCH-0454-SAN,B.6,0.0,2021-04-28,v1.1.23,passed_qc,
